"","score","rate","rate_obs","rate_bin"
"1",-2,1.50017185708647,-0.121232724156272,0
"2",-2,0.688275076466067,1.79890600619543,0
"3",-2,1.73505176943724,0.355335424218211,0
"4",-2,1.52071702873345,1.14390375944726,0
"5",-2,1.46769349595429,0.0514614162760938,0
"6",-2,-0.258769619292899,0.934029099662754,0
"7",-2,2.40665592694718,0.591398698922852,0
"8",-2,0.100268607669843,0.662594367696981,0
"9",-1,2.52253934773212,-1.72599001264559,0
"10",0,4.0129851076489,1.48037704961152,0
"11",0,4.11725010833481,3.02479068310432,0
"12",0,4.59107184469549,1.50608697042252,0
"13",0,3.44714156366612,3.32877693631906,1
"14",0,5.80638723607808,3.63501862783063,0
"15",0,2.58679618643121,3.91864219347537,0
"16",0,3.85537539427889,5.74883240746935,0
"17",0,0.04844923675951,4.160760365022,0
"18",0,2.84149386869046,7.01126539784226,0
"19",0,4.49549143324623,2.23862912648948,0
"20",0,3.36614088802244,0.731928181734922,0
"21",0,4.49475486151261,2.97677741613893,0
"22",0,1.39541977497797,2.65444559816836,0
"23",0,2.10373509979471,1.90912295276769,0
"24",0,3.62145664686527,4.7917978809768,0
"25",0,0.33952533957749,-0.231080319700935,0
"26",0,2.71116317089018,5.6839538948838,0
"27",1,4.80572363813759,4.49050951941169,0
"28",1,5.70763264549349,8.66082029775442,0
"29",1,7.12003110707014,5.68975827333912,0
"30",1,5.25243754815128,8.09744670010327,1
"31",1,8.99219237451359,5.5419510989991,0
"32",1,5.41758129523017,7.35348613616977,0
"33",1,7.50312985446309,4.60004791335453,0
"34",1,8.38084052863216,5.17668490499798,0
"35",1,7.59151382156206,5.88462379355936,0
"36",1,5.56783132229316,4.34710422429771,0
"37",1,9.13212505659998,6.12221910446674,0
"38",1,6.45735598539614,7.31351548800181,0
"39",1,7.30851136971046,6.37428330657018,1
"40",1,11.1287589435765,7.6441614793877,0
"41",1,4.38854653058295,3.81298009324923,0
"42",1,5.73967983861546,5.80412394545502,0
"43",1,6.84114739661939,4.49089287293555,0
"44",2,9.6786235418035,6.81075561311318,0
"45",2,13.0257384763351,5.00251042206157,0
"46",2,10.0388433833179,6.59552912494354,0
"47",2,9.61962808900343,12.7778667330395,1
"48",2,10.8693651867827,13.2666306369416,0
"49",2,9.61206654989507,6.04662611439716,0
"50",2,11.4638468581889,11.5724848221362,0
"51",2,7.7839454293649,9.19699438728681,0
"52",2,11.2606865839563,11.5251228665772,0
"53",2,9.85457825492254,11.8000329195018,0
"54",2,6.80191791307758,13.0909531973066,0
"55",2,9.91238262299506,7.19725041816915,1
"56",2,9.13483833415783,9.67715695488587,0
"57",2,12.8450265713366,10.0890695575286,0
"58",2,3.75405609078247,12.6351014727998,0
"59",2,7.69904401765414,12.1799661162285,0
"60",2,9.15751860260721,8.73568290493132,0
"61",2,7.59910352299491,11.5247702342255,0
"62",2,8.12274632775908,8.99847448656802,0
"63",2,7.37482632706817,13.9307040600703,0
"64",2,8.60982488368486,11.2847628824815,0
"65",2,9.591450727701,10.405340472271,0
"66",2,8.37278887712806,16.4010354157528,0
"67",2,5.02652459937802,11.5511453836619,0
"68",2,3.90641199825358,13.3790925738092,0
"69",3,18.9700900414966,15.1590687642296,0
"70",3,13.7225774625123,8.29907149912284,0
"71",3,18.612835962176,9.00680844136674,1
"72",3,15.6556610069155,11.4173933049603,0
"73",3,12.9237477455309,6.29922083494202,0
"74",3,11.6832361699618,5.67655327168279,0
"75",3,12.8881043884506,8.43891379071329,0
"76",3,17.4464178123936,7.89371843257465,0
"77",3,15.8453443772798,17.2712488940073,0
"78",3,13.5174172185834,9.83247380664793,0
"79",3,10.2825290292147,7.06141496067082,0
"80",3,17.1542849700937,7.42699413310749,0
"81",3,18.7046412438993,8.98202189689231,0
"82",3,13.3261831234305,8.91389804336308,1
"83",3,11.7036296327519,10.7921356797097,0
"84",4,19.0558600661981,24.1827263757386,0
"85",4,26.5741291181256,17.453580765748,0
"86",4,19.8861619621021,23.199145434497,0
"87",4,22.9134569814063,20.7095867055537,0
"88",4,25.5235575476633,16.264914914634,0
"89",4,20.1041857866023,11.8421262351905,0
"90",4,21.510974504264,20.5530037770538,0
"91",4,15.7558738345851,13.6541623684946,0
"92",4,22.7978039614874,13.960089655586,1
"93",4,25.2850707003383,17.662578888873,0
"94",4,21.0829510474961,19.2922233460996,1
"95",4,26.9524418738415,21.4755242733524,0
"96",4,24.4896946827256,12.9715650055722,0
"97",4,24.6753390310804,17.8588163894682,0
"98",4,25.0928594207834,13.7670599735368,0
"99",4,20.338733206344,15.4536452084374,0
"100",4,16.262386610048,23.4377019395399,0
"101",5,34.7576071179558,21.1521929535979,0
"102",5,31.3313700346841,32.4867815370051,1
"103",5,28.4812621946062,23.4863125051431,0
"104",5,30.460221992216,26.1335247797408,0
"105",5,31.3594271082297,27.4317974730481,0
"106",5,30.0567111723775,25.2979886966481,1
"107",5,27.502251880915,18.2340247208982,0
"108",5,31.244623836049,24.834758770505,0
"109",5,39.9689669079991,20.2107766924505,0
"110",5,31.659897878584,26.1195217377777,0
"111",5,25.198670737644,26.9626351037739,1
"112",5,31.6326130517516,25.4497141753395,0
"113",5,32.7125512962373,22.0162078565113,0
"114",5,25.0810420199707,26.9184214014359,0
"115",5,23.7533552264343,26.020642790761,1
"116",6,42.5152125699854,22.5594355493504,1
"117",6,59.5366659032213,48.7279297388419,0
"118",6,35.6127804930432,30.7557121823808,1
"119",6,45.7322110011406,36.5008267866065,1
"120",6,39.361957562031,48.528075922053,0
"121",6,55.4111275140237,37.5538155297386,0
"122",6,34.9974895621209,38.1394829929681,0
"123",6,53.5465972522991,41.4988139382491,0
"124",6,49.2378452116546,43.8672965789401,0
"125",6,41.5606955154474,37.9980679820324,0
"126",6,45.9770697420125,27.892884245831,1
"127",6,49.2000450369406,45.8566056080364,1
"128",6,39.7547383503356,36.961282763154,1
"129",6,32.8121151357401,41.2831679238314,1
"130",6,36.6762456582711,49.6023104979716,0
"131",7,56.7816337062652,45.3388820326467,0
"132",7,51.865475072219,51.1245616100632,1
"133",7,49.4195935132527,65.5350588731649,0
"134",7,53.2784787394756,55.1080063491215,0
"135",7,49.1826733688847,36.9670417246485,0
"136",7,54.8876589828488,71.9547072261553,1
"137",7,67.1657455701569,54.7672691446699,0
"138",7,60.1299090349057,52.865086655562,1
"139",7,50.3883768247599,53.5518147372119,0
"140",7,55.5553178729689,53.0746535648553,1
"141",7,59.7151075549586,48.4597367533094,1
